Timestamp,Iteration,Repetition,step,field_mean (Tm),field_std,tension (g),current (A),P0_xa (mm),P0_xb (mm),P0_ya (mm),P0_yb (mm),P1_xa (mm),P1_xb (mm),P1_ya (mm),P1_yb (mm),P2_xa (mm),P2_xb (mm),P2_ya (mm),P2_yb (mm),P3_xa (mm),P3_xb (mm),P3_ya (mm),P3_yb (mm),P4_xa (mm),P4_xb (mm),P4_ya (mm),P4_yb (mm),raw_data_idx
20241004_144937,1,1,-5,0.4489770407166075,0.0001002935765510019,1113.772885426693,25.01921145156832,140.00005405,139.99996978,79.99997554000001,80.00000214000002,135.00001245,135.00001008,80.00002244000001,80.00002361,145.00001765,144.99993268,79.99997752,79.99991222,135.00001245,135.00001008,79.99997361,80.00007244000003,140.00000035,139.99996488,80.00000972000001,80.00000214000002,181
20241004_144955,1,2,-5,0.4487020103245228,0.0003398422657776751,1114.007634181134,25.03005871435292,140.00000515,139.99997958,80.00000484,79.99999238000001,135.00001245,135.00000528,80.00002732,80.00003337000001,144.99992485,145.00005478,79.99996288,80.00003429,135.00000755,135.00001988,79.99998826000001,79.99996990000002,140.00001005,139.99996978,80.00000972000001,80.00000703000001,182
20241004_145013,1,3,-5,0.4491189587860713,0.000300160603031128,1114.080623289658,25.04574850517042,140.00001005,139.99997468,79.99999995,80.00001191000001,134.99998315,135.00000528,80.0000029,80.00004314,145.00001765,144.99999618,79.99997264,79.99999034000001,134.99999785,134.99999058,79.99999314,79.99997966000001,139.99996125,140.00007238,79.99997066,79.99990449000001,183
20241004_145033,1,1,-5,0.4490653740904409,0.0002563181820829612,1113.857710606869,25.02353744327308,130.00001025,130.00003408,79.9999911,79.99998164000002,125.00000515,124.99999648,79.99999894,80.00001786000001,135.00003685,134.99997108,79.99996384000001,80.00001384000001,125.00001005,125.00002088,80.00000870000001,79.99997880000001,129.99998585,129.99994128,80.00000087000001,79.99999629000001,184
20241004_145051,1,2,-5,0.4482879747526954,0.0004443194174000162,1114.368634366535,25.02072877701511,130.00000055,129.99993638,79.99998134000001,79.99992305000001,125.00001975,125.00003068,80.00008194,79.99998857,134.99997345,134.99998088,79.99996872,80.00004314,125.00000515,124.99999158,79.99997452000001,79.99995926000003,129.99999565,130.00000478,80.00004481000001,80.00001583000002,185
20241004_145109,1,3,-5,0.4490717816140858,0.0001364664673700656,1113.914918286523,25.03328706637569,129.99999565,129.99999498,80.00003505000001,79.99995723000001,124.99999045,125.00001108,79.99998917000001,80.00001297,135.00001735,135.00000038,80.00002244000001,80.00003825000002,125.00006865,125.00003548,80.00011612,79.99999345000001,129.99999075,129.99991688,79.99995692,79.99988887000001,186
20241004_145129,1,1,-5,0.4477648845765878,0.0005213253516168681,1113.845874535217,25.03364218509495,120.00001975,120.00003438,80.00001160000001,79.99997590000001,115.00003455,115.00001428,80.00000967,79.99998276000002,124.99996115,124.99995738,80.00001847,79.99996415000001,115.00004425,114.99998988,80.00001943000001,79.99999741000002,120.00001485,119.99996608,80.00000183,79.99998566000002,187
20241004_145147,1,2,-5,0.4485626857456076,9.940748324058098e-06,1114.271973114707,25.01436892354078,120.00001005,119.99997088,80.00000672,80.0000052,115.00005895,114.99999968,80.00001455,80.00003159000002,124.99997585,125.00003068,80.00000382,80.00001297,115.00002965,115.00000458,79.99999014000001,80.00000230000001,119.99993675,119.99993678,79.99989441,80.00001008000001,188
20241004_145205,1,3,-5,0.4478574825116842,0.0002875336174921478,1113.976071323394,25.0355791963085,119.99991725,119.99997088,79.99999207,80.00002472,115.00004915,115.00000458,80.00004385,80.00001695,124.99999045,125.00006968,79.99999405,80.00003251000001,115.00005405,115.00000458,80.00002432000001,80.00002183000001,119.99995145,120.00002948,80.00000672,80.00006868,189
20241004_145225,1,1,-5,0.44758417968569,9.935377525270649e-06,1113.798530248607,25.04148708050488,110.00001985,110.00001468,80.00000768,80.00003363000002,105.00002745,104.99998068,80.00001063000001,79.99998673000002,114.99998575,114.99993618,79.99995596000001,79.99996323000002,105.00000785,105.00001978,79.99998622,79.99998185000001,109.99998575,109.99992188,79.99998327,79.99997992000002,190
20241004_145243,1,2,-5,0.4476424158594493,0.0002508607763065349,1113.766967390867,25.04326267411031,109.99996615,110.00000488,79.99998327,80.00001410000002,105.00001275,104.99999538,80.00001552000001,80.00000138000001,114.99998085,114.99997038,80.00004873,80.00006577000002,105.00006165,104.99999048,80.00001063000001,79.99999161000002,110.00000525,109.99993658,80.00004675,79.99999944000001,191
20241004_145301,1,3,-5,0.4475553431617845,0.0001229350313258244,1113.962262573133,25.03829101200508,109.99996615,110.00001958,80.00002234,80.00006780000001,105.00000305,105.00000018,80.00001552000001,80.00001115000001,115.00000035,114.99994598,80.00000479000001,79.99998276000002,105.00002255,104.99999048,79.99998622,80.00003068000001,109.99998085,109.99993658,80.0000321,80.00001410000002,192
20241004_145321,1,1,-5,0.4477228408433818,0.0006567159768152792,1114.090486682702,25.02076106053657,100.00001495,99.99999937999999,79.99996466,79.99996435,94.99998334999998,95.00000087999999,80.00001155,80.00008907,105.00004695,105.00002458,79.99996181,79.99991837000002,95.00002234999999,94.99999118000002,80.00001643,80.00001094000001,99.99998564999999,100.00001898,79.99999884,80.00001806,193
20241004_145339,1,2,-5,0.4482077086356986,0.0005564840939496488,1113.944508465654,25.02017995717537,99.99999055000001,100.00001898,79.99995489,80.00001806,95.00000775000001,95.00001558,79.99997249,79.99997676000001,105.00002255,104.99998068,80.00006435,80.00005509000002,95.00002234999999,95.00001558,80.00000667,80.00005977000001,99.99990265000002,100.00001898,79.99996954000001,80.00000830000002,194
20241004_145357,1,3,-5,0.4476231638554035,0.0001508341477512346,1113.940563108436,25.02980044618998,99.99999545000003,100.00003848,79.99998419000001,79.99998388,94.99999305,95.00000578000001,79.9999969,80.00003536,105.00000305,105.00000998,79.99995692,79.99999649,95.00000775000001,95.00001068000003,80.00013850000001,80.00002071,99.99991245000001,100.00000428,79.99995489,79.99999854000001,195
20241004_145417,1,1,-5,0.4476236815094139,3.894159413891085e-05,1113.999743466699,25.01514372802334,89.99999074999999,89.99998958,79.99995103000001,79.99995973,85.00000764999999,85.00004837999998,79.99991486,79.99986451000001,94.99997354999999,94.99994718000002,79.99999202000001,79.99999629000001,84.99998325000001,85.00001918000001,79.99999299,79.99999146000002,89.99997604999999,90.00000417999999,79.99997056000001,79.99996461000001,196
20241004_145435,1,2,-5,0.4476369651669629,0.00040421160718748,1114.222656149488,25.02363429383708,89.99998585000003,90.00000417999999,80.00001450000001,79.99998902000002,84.99999305,84.99998497999999,79.99999299,80.00000611000002,94.99994915000002,95.00000087999999,80.00003108,80.00004024,85.00000284999999,85.00001427999999,79.99994904,79.99993775000002,90.00000045000002,89.99993098000002,79.99999497,79.99999879000001,197
20241004_145453,1,3,-5,0.4476015361844092,0.0001851020973211424,1113.993825430873,25.03147918924479,89.99999074999999,89.99991137999999,80.00001450000001,79.99996949000001,85.00001255000001,85.00000448,80.00008576,80.00002076000001,94.99994915000002,95.00000578000001,79.99996761,79.99997676000001,85.00000284999999,84.99997518000001,79.99999299,80.00001099000002,89.99998095000001,90.00007738000002,79.99996079,79.99995484000002,198
20241004_145513,1,1,-5,0.4475779019572877,0.0001836122723241288,1114.277891150533,25.02867052298686,80.00002964999999,80.00001358,80.00006424,79.99999879000001,75.00000034999999,74.99999978000002,79.99995489,79.99999634000002,85.00000284999999,84.99996538000002,79.99998322,80.00003541000001,75.00002475000002,75.00001438000001,79.99999395,79.99999634000002,79.99994655,79.99990618000001,79.99997147000001,80.00004761000002,199
20241004_145531,1,2,-5,0.4475326518034473,0.0001933712445836286,1113.812338998868,25.03787132624179,80.00001985,79.99995007999999,80.0000496,79.99997437000002,75.00003945000003,75.00001438000001,79.99997930000001,79.99996705000001,84.99996865000003,84.99999957999998,80.00000275000001,80.00004518,75.00002475000002,75.00002418,80.00000372000001,80.00000122,79.99998075000002,80.00000378000001,80.0000203,80.00011109000002,200
20241004_145549,1,3,-5,0.4473350953827512,0.0001777564841153232,1113.985934716438,25.02072877701747,79.99998075000002,79.99994527999999,79.99999589000001,80.00006226000002,74.99998575000001,74.99998997999998,79.99998907,79.99997682,84.99998814999998,84.99999468000001,80.00000764000001,80.00002076000001,75.00001014999998,74.99998997999998,80.00001348000001,79.99997193000002,79.99999545000003,79.99995498000001,79.99999100000001,80.0000818,201
20241004_145610,1,1,-5,0.446885956983046,1.657852012309494e-05,1113.914918286523,25.01792011076124,69.99999545000003,69.99998547999999,79.99995779,79.99997931000001,64.99997395000003,65.00000947999999,80.00001933,79.99997686,74.99996614999998,75.00004368,79.99997442,80.00001099000002,65.00004224999998,64.99999968,80.00003886,80.00000616,69.99998084999999,69.99995128000003,79.99999197,79.99997443000001,202
20241004_145628,1,2,-5,0.4465810590468942,0.0001085116595100451,1113.857710606869,25.0352886446269,69.99996134999998,69.99996108000002,79.99999685,80.00000372000002,64.99999835,65.00000947999999,80.00000468,80.00003546000002,74.99995154999999,74.99998508000002,80.00002325,80.00008912000001,65.00006174999999,65.00002408000003,79.99999004,79.99998663000002,69.99997595000002,69.99996597999998,80.0000115,80.00002325,203
20241004_145645,1,3,-5,0.4471146279869349,0.0001580071944678006,1113.707787032604,25.02934847690983,69.99996134999998,69.99996597999998,79.99999197,80.00002814000001,65.00004224999998,64.99999968,80.00001933,80.00001592000001,74.99999055000001,74.99995088,80.00000372000001,80.00002564000002,64.99999835,64.99999477999998,79.99999492000001,79.99997686,70.00000525000002,69.99996597999998,79.99996755000001,79.99991095000001,204
20241004_145706,1,1,-5,0.4459671544182898,0.0001928237038967563,1113.822202391912,25.0366768359938,60.00005405000002,60.00001418000002,79.99998322,79.99994029000001,54.99998342000001,54.99994401000001,79.99996659,80.00002574000001,64.99997395000003,64.99999968,80.00000468,79.99995245000002,55.00002248000001,55.00000747999999,80.00000565000001,79.99999156000001,60.00002475000002,59.99991658000002,79.99995881000001,79.99999401000002,205
20241004_145724,1,2,-5,0.4463436260513245,0.0001022856827260438,1113.619016495211,25.03283509709025,59.99996134999998,60.00002398000001,79.99996857000001,79.99997448000002,55.00000295000001,54.99997330000002,80.00001053,80.00000133,64.99995435,65.00001438000001,80.00001933,80.00000616,55.00000783999999,55.00000747999999,79.99995682000001,79.99996715,60.00001014999998,60.00000448,79.99999787,79.99996959000001,206
20241004_145742,1,3,-5,0.4463184739013124,0.0001510143132084328,1113.599289709123,25.01901775044695,59.99999545000003,59.99996048,79.9999881,79.99999401000002,54.99993459000001,55.00000747999999,80.0000496,79.99999645000003,64.99996905,65.00000458000002,80.00003398,79.99991827000002,54.99999807,54.99999772000001,80.0000203,79.99998668000001,60.00000034999999,60.00002398000001,80.00000764000001,79.99997448000002,207
20241004_145802,1,1,-5,0.4454942809756186,3.528690343053432e-05,1113.893218821826,25.0298972967547,49.99997126,49.99998063000001,80.00004273,80.00004777000001,45.00008367000001,44.99999970000002,80.00006521,79.99999649,54.99996877000001,55.00000747999999,80.00000565000001,80.00002574000001,45.00000554000002,44.99998505000002,79.99999197,80.00002091000002,50.00000056000002,50.00000016000001,79.99992066,80.00000871,208
20241004_145820,1,2,-5,0.44522767396871,2.451080877784608e-05,1113.701868996778,25.03138233868295,49.99998103000001,49.99999038999999,80.00000367,80.00000871,44.99999088999999,44.99998994000001,80.00004080000001,79.99998673000002,54.99995901,54.99989029,80.00003007000001,80.00002086000001,44.99995672,44.99997529000001,80.00002615,80.00000138000001,49.99994685000001,50.00000993,80.00004761,80.00001847000001,209
20241004_145838,1,3,-5,0.4454207827235093,5.4627352151003e-05,1113.640715959907,25.02499020168139,49.99994685000001,50.00002458,79.99999878,79.99996476000001,44.99995183000001,44.9999704,80.00003103,80.00003556000001,55.00000783999999,54.99996354000001,79.99999589000001,80.00005504000001,45.00002996000001,45.00001435000001,80.00000173000001,79.99996720000001,50.00000545,49.99989274000001,79.99999390000001,79.99996964000002,210
20241004_145859,1,1,-5,0.4453252635423265,0.0001376290885332275,1114.538284726888,25.0154988467471,39.99997111000002,39.99995102,80.00001445000001,80.00001359000001,35.00001236,35.00002722000002,79.99998312,79.99999161000002,44.99998601000001,45.00002900000001,80.00000173000001,79.99999161000002,35.00005630000001,35.00002722000002,80.00007589000001,80.00003068000001,40.00000041000001,40.00003402999999,79.99990703,79.99999894000001,211
20241004_145917,1,2,-5,0.4459815523768456,0.0001111636325196394,1113.802475605824,25.04529653588635,39.99999552,40.00008286000002,79.9999998,79.99995499000002,34.99995865,34.99991980000001,79.99992452000001,80.00004532,45.00002019000001,45.00000459,80.00001638000001,79.99998673000002,35.00007583999999,34.99998816000002,80.00008077,80.00000626000002,39.99997599,40.00013169000002,80.00003398,79.99993058000001,212
20241004_145934,1,3,-5,0.445857344146224,0.0002593725160153056,1113.670306139038,25.02237523654594,40.00000529000002,40.00011216000001,80.00001445000001,79.99993058000001,35.00002701,35.00009558000002,79.99988546,79.99999649,44.99999578000001,44.99998017000001,79.99999685,80.00001603000001,34.99997329999999,34.99996374,80.00002218,80.00007951000001,40.00001994000002,39.99995102,80.00011211,80.00000383000003,213
20241004_145955,1,1,-5,0.4456608943954039,0.0004612797210020377,1113.761049355041,25.02411854663739,30.00000051000001,30.00006363,79.99998119,80.00000876000001,25.00002243,25.00000249999999,80.0000232,80.00002584000001,34.99996353,35.00004675,80.00000265,79.99997209,24.99997848000001,25.00001226000001,79.99999390000001,80.00000143000003,30.00000539000001,29.99997087,79.99997142000001,79.99996969,214
20241004_150013,1,2,-5,0.4450873721123406,0.0001910779092755626,1113.883355428783,25.02747603273887,30.00001515,29.99998063000001,80.00002025000001,79.99997946000002,24.99994919,25.00005621,79.99998902,79.99999655000002,35.00002701,35.00000769000002,79.99996847,80.00000626000002,24.99996383000001,24.99997808000001,79.99997925,80.00000631,29.99998586000001,29.99995621000002,80.00000560000001,79.99994040000001,215
20241004_150030,1,3,-5,0.4452627100812964,0.000617914647196886,1114.254219007228,25.0418099157066,29.99996633000001,30.00000504000002,79.99996654,79.99999899000002,24.99995407,24.99998296000001,79.99997437,79.99999167000001,34.99995865,34.99997351000002,79.99996847,79.99998185000001,25.00003708,25.00003180000002,79.99999390000001,79.99996725000003,30.00000051000001,29.99998063000001,79.99996654,79.99996969,216
20241004_150051,1,1,-5,0.4445636965780737,0.0004412333245094862,1113.796557569998,25.01937286917056,20.00000030000001,19.99999558000002,79.99991379000001,79.99998434000003,14.99999288000001,14.99995123000002,80.00000458000001,79.99998190000002,24.99996872,24.99998785,80.00001343,80.00002096,15.00002706000001,15.00003912,79.99998017,80.00001119000001,20.00003937,19.99996140000002,80.00000168,79.99999899000002,217
20241004_150109,1,2,-5,0.444194402441692,0.0006804855669409648,1113.259988988418,25.03528864462567,19.99999542,19.99996628,79.99998703,79.99998922,15.00001729000002,15.00002447,79.99999482,79.99997702000002,24.99998825,24.99999761000001,79.9999646,79.99996725000003,14.99999288000001,14.99997564,79.99998505000001,80.00003561000003,20.00000518000002,19.99999558000002,79.99999680000001,79.99998922,218
20241004_150127,1,3,-5,0.4449619899401533,0.0001075179971955203,1113.820229713303,25.03364218509564,20.00000518000002,20.00001511000002,80.00002121,79.99999411000002,14.99998312,14.99998540999999,80.00003876000001,80.00004050000001,24.99999801999999,24.99995367,79.99999878,80.00000631,14.999988,15.00006354000001,79.99993623,79.99996725000003,20.00001007,19.99998093000002,80.00001145,79.99998922,219
20241004_150147,1,1,-5,0.4438464696754034,2.453595800444774e-05,1113.887300786,25.02999414731411,10.00004892999999,10.00000016000001,80.00002701,80.00000392000001,5.000009970000008,4.999988250000001,80.00000067000001,80.00005031000001,15.00000752,14.99993658,79.99998993,80.00001119000001,5.000009970000008,4.999988250000001,79.99999579,80.00003566000001,10.00000986000001,10.00002456999999,80.00000748000001,80.00001369,220
20241004_150205,1,2,-5,0.4441689421491209,0.0002283617520539302,1114.161503112617,25.03883983184873,10.00000986000001,10.00001969000002,80.00000748000001,80.00000881000003,5.000000200000017,4.999963840000021,80.00001043,80.00000637000002,14.999988,14.99995611,79.99998505000001,79.99998679000001,5.000000200000017,5.000012670000018,80.00002020000001,80.00001613000001,10.00001963,10.00001969000002,80.00001725,80.00000392000001,221
20241004_150223,1,3,-5,0.4439069171489891,7.124116107540716e-07,1113.855737928261,25.03822644496277,9.999985460000005,10.00005387000002,80.00001237000001,79.99998927000001,4.999990429999997,4.999973610000012,80.00004949000001,79.99999172000003,15.00003194000001,14.99995123000002,79.99999482,79.99995748000001,5.000000200000017,4.999973610000012,80.00002996000001,80.00005031000001,10.00006357000001,10.00001481000001,80.00002213,79.99996486000001,222
20241004_150243,1,1,-5,0.443211314481611,0.0001685609944316095,1113.897164179044,25.02621697545127,1.953000000298744e-05,-4.880000005869078e-06,80.00001806,79.99995021000001,-5.000002089999981,-5.000014190000002,80.00001664,80.00003922000002,4.999995320000011,4.999900370000006,80.00001043,80.00000637000002,-5.000031379999996,-5.000009299999988,80.00004105000001,80.00001481000001,0,-8.299999998939711e-05,79.999979,79.99998927000001,223
20241004_150301,1,2,-5,0.4437121205702977,5.806884254180204e-05,1113.553918101122,25.03625715023335,-9.769999991249279e-06,-8.299999998939711e-05,79.99998388,80.00001369,-4.999963019999996,-4.999960479999999,80.00003129000001,80.00003434000001,4.999966020000016,4.999949189999995,80.00002508,80.00003566000001,-5.000021619999984,-4.999994649999991,80.00001176000001,79.99999528000001,1.953000000298744e-05,-4.882999999722415e-05,79.99998876000001,80.00000392000001,224
20241004_150319,1,3,-5,0.4438847025000018,9.158414176952019e-05,1113.822202391912,25.03367446861528,4.880000005869078e-06,-5.371000000309323e-05,79.99996923,79.99998439000001,-5.000011860000001,-4.999965360000004,80.00005082,80.00000504000002,5.000014850000014,5.000032200000021,79.99998602000001,79.99993801000002,-4.999997210000004,-4.999965360000004,80.00001176000001,79.99998063000001,-4.880000005869078e-06,-2.44099999804348e-05,79.99999365000001,79.99997463000003,225
20241004_150339,1,1,-5,0.4437224881622564,4.104892976363933e-05,1113.358622918856,25.02789571850287,-9.999896949999993,-9.999980010000002,80.00000540000001,80.00004507,-15.00007059999999,-14.99985372,79.99999421,79.99987021000001,-5.000031379999996,-5.000004419999982,79.99996293000001,79.99997574000002,-14.99996805999999,-14.99999044,80.00003815000001,80.00001669000002,-10.00003856000001,-10.00011183999999,80.00000051000001,80.00001089,226
20241004_150357,1,2,-5,0.4433906245070843,0.0005158907384576105,1113.757103997823,25.03222171020777,-9.999999489999993,-10.00001906999998,80.00000051000001,80.00001089,-15.00004619000001,-15.00000019999999,80.00000885,80.00004599000002,-5.000016740000007,-5.000063009999991,80.00002152,79.99999528000001,-15.00005596,-14.99998554999999,80.00001374,79.99999716000002,-10.00004833,-10.00003372,79.99994192,79.99998648000002,227
20241004_150415,1,3,-5,0.4437200085359143,0.0001387575476600396,1113.93464507261,25.01524057858387,-10.00001902,-10.00008255,80.00002493000001,80.00002554000002,-15.00003154000001,-15.00000019999999,79.99999909,80.00005087000002,-4.999997210000004,-5.000033720000005,79.99997758000001,79.99998551000002,-15.00004129999999,-15.00004414999998,80.00001862000001,80.00000692,-9.999994609999987,-10.00003372,79.99997122000001,79.99996206,228
20241004_150435,1,1,-5,0.4434803886424662,6.149245995144894e-05,1113.611125780776,25.03138233868319,-19.99999954999998,-20.00000009999999,80.00005138,80.00004696000002,-24.99997751999999,-25.00002928999999,80.00005478,79.99998927000001,-15.000012,-14.99986837,80.00000397000001,80.00003622,-24.99997263999998,-24.99998047,80.00003037,80.00000881000003,-20.00001419,-20.00004404000001,80.00001231,79.99999325000002,229
20241004_150453,1,2,-5,0.443413064111312,5.248880030501075e-05,1113.800502927216,25.00658859517088,-19.99997024999999,-20.00003916,80.00002208000001,79.99999813000002,-24.99997263999998,-24.99994627999999,79.99999131,79.99998927000001,-15.000012,-15.00004902999999,79.99995515000001,79.99999716000002,-25.00001169999999,-24.99999511999999,80.00000596,80.00006252,-19.99998489999999,-20.00000986000001,79.99999767,79.99996883,230
20241004_150511,1,3,-5,0.443346362861827,0.0002142651036686542,1113.922809000958,25.03522407758715,-20.00003372,-20.00000009999999,79.99996349,79.99993953000001,-24.99994823,-25.00000488000001,80.00000596,79.99999415000002,-15.00011942999998,-15.00002949999998,80.00009186,79.99999228000001,-25.00000681999998,-24.99996582,80.00004502,80.00000392000001,-20.00003860999999,-19.99998055999998,79.99998790000001,79.99998348000003,231
20241004_150531,1,1,-5,0.4432882762921528,4.651322503873142e-05,1113.768940069475,25.01207679360477,-29.99999975,-30.00000019999999,79.99991176,79.99996095,-34.99999470999998,-35.00004383999999,80.00006165000001,80.00002045000002,-25.00005565000001,-25.00000975999998,79.99995713,79.99996975000002,-34.99998005999998,-34.99991688,80.00000794,79.99998627000002,-30.00001928,-30.00000019999999,79.99998012,79.99993164,232
20241004_150549,1,2,-5,0.4429848562453194,0.000239227320059254,1113.853765249652,25.01843664708174,-29.99999486999999,-30.00001972999999,79.99999965000001,79.99999024000002,-34.99996053999999,-35.00003895,79.99998841,80.00001069000001,-25.00002147000001,-24.99994627999999,80.0000206,79.99994533,-34.99998495,-35.00000477999998,80.00005188,80.00001069000001,-29.99997532999998,-30.00005390999999,79.99999477,79.99997071000001,233
20241004_150607,1,3,-5,0.4431086465732249,0.0002330407361383743,1113.871519357131,25.01708073923505,-29.99999486999999,-30.00003925999999,79.99998988,79.99998536000001,-34.9999703,-35.00003407,80.00003235,80.00006440000001,-25.00002634999998,-24.99994627999999,79.99995713,79.99993556000001,-35.00000936000001,-35.00002918999999,80.00001282000001,80.00003022000001,-29.99999975,-30.00000996,79.99995082000001,79.99995118000001,234
20241004_150628,1,1,-5,0.4428274806242294,0.0002371752384590796,1113.814311677477,25.02815398666322,-40.00001424999999,-39.99997974999999,80.00009436000001,80.00001659,-44.99996547000001,-45.00001713999998,80.00000992,79.99999797000001,-34.99996542,-35.00003407,80.00006653,80.00001069000001,-45.00005823999999,-44.9999976,79.99998551,79.99997844000001,-39.99997518000001,-40.00001881999998,79.99997717000001,79.99998729000001,235
20241004_150645,1,2,-5,0.4429531803984763,2.726177160129602e-05,1113.897164179044,25.02056735941672,-39.99995077,-40.00001881999998,79.99999182000001,80.00001171000002,-44.99996059,-44.99998295999998,79.99998551,80.00002727,-34.99998983,-34.99999990000001,79.99998841,80.00001069000001,-45.0000143,-45.00002201999999,80.00002945,80.00003703000002,-40.00002888999998,-40.00008717,80.00000158,79.99998729000001,236
20241004_150703,1,3,-5,0.4431486398413135,0.0007341571338657684,1113.966207930351,25.01104372093677,-40.00000936999999,-40.00006765000001,80.00001135000001,80.00002147000001,-44.99998499999998,-45.00000248999999,80.00003434,80.00002727,-35.00000448,-35.00008291,79.99996399,80.00002534000001,-45.00000452999998,-44.99993412999999,79.99997086,80.00000286000002,-40.00001913,-40.00005787999999,80.00003576,80.00003612,237
20241004_150724,1,1,-5,0.4417697069721721,0.0001225082549828524,1114.054978467744,25.01985712197319,-50.00001897999999,-49.99998987999999,80.00006216,79.99998917000002,-55.00004089999999,-55.00000982,79.99998744,79.99996568,-44.99998012,-45.00005131999998,79.99999039000001,79.99998332000001,-54.99996765999998,-55.00001469999998,80.00000209000001,79.99999497000002,-49.99999943999998,-49.99999475999999,79.99997427,79.99996964000002,238
20241004_150741,1,2,-5,0.4420981590173397,0.0002160898202748772,1113.709759711213,25.03861384720606,-49.99999943999998,-50.00007288,79.99995962,79.99995499000002,-54.99998718999998,-54.99999027999999,79.99999721,79.99999985000002,-44.99997524,-45.00006596,80.00000504,79.99999309,-55.00000671999999,-54.99997074999999,79.99999721,79.99998033,-50.00001897999999,-49.99998987999999,79.99997427,79.99998917000002,239
20241004_150759,1,3,-5,0.4423009898869122,9.786064615740138e-05,1114.169393827051,25.02653981065122,-50.00005314999999,-50.00006311999999,80.00005727,80.00006242000001,-54.99990417999999,-54.99988285999999,79.99994838000001,79.99999009000001,-45.0000143,-45.00003666999999,80.00000504,80.00001262000001,-54.99995788999999,-54.99999517000001,79.99996791000001,79.99999009000001,-49.99997503,-49.99996546,80.00004751,80.00004777000001,240
20241004_150820,1,1,-5,0.4418134500895205,1.490416682085976e-05,1113.74724060478,25.03777447568011,-59.99997966000001,-59.99998545,80.00003973,80.00004960000001,-65.00000667,-64.99998509,79.99996013000001,80.00001145000002,-55.00006042999999,-55.00001957999999,80.00004115,79.99999985000002,-64.99999689999999,-64.99996067999999,79.99997966000001,79.99999192000001,-60.00003336999998,-59.99996591999999,80.00007879,80.00008866000002,241
20241004_150838,1,2,-5,0.4411233508424711,0.0001280211642056984,1113.802475605824,25.02486106759913,-60.00005779,-60.00001474999999,80.00007391,80.00008378000001,-64.99999202000001,-64.99999485999999,79.99998943,79.99998215000002,-55.00004579,-54.99999517000001,80.00005092000001,80.00002915000002,-65.00000667,-64.99994602999999,79.99999919,79.99999680000002,-60.00006754999998,-60.00006845999999,80.00002996000001,80.00000077000001,242
20241004_150856,1,3,-5,0.4420924711194996,3.725963004275496e-05,1113.849819892434,25.03951778577179,-59.99998453999999,-59.99993662,79.99994695000001,79.99992753000001,-65.00001644,-64.99998509,79.99995036,80.00001145000002,-54.99996277,-54.99998051999998,80.00005092000001,79.99999009000001,-64.99997736999998,-65.00000950999998,79.99999919,79.99999680000002,-60.00003824999999,-59.99999033,80.00002508,80.00004960000001,243
20241004_150916,1,1,-5,0.4416168944283531,0.0004219355920378389,1114.009606859743,25.02754059977961,-69.99999450999999,-69.99997059999998,79.99999283,80.00002218,-75.00000981999999,-74.99996815999999,79.99998653,79.99995474000002,-64.99998224999999,-65.00004856999999,79.99994548000001,79.99994798,-74.99996098999999,-74.99996327999999,79.99998653,79.99997916000001,-69.99999450999999,-70.00010731999998,79.99995377,79.99997335,244
20241004_150934,1,2,-5,0.4417498894622116,0.0002198933687826557,1113.563781494166,25.02437681479993,-70.00000427999998,-70.00007803,80.00003678,80.00004171,-75.00003423999999,-75.00005116999999,79.99997188,79.99998892000002,-65.00001154999998,-65.00007298999998,80.00008220000001,80.00007005000001,-75.00001471,-75.00000233999999,79.99998653,80.00003287000001,-70.00001405,-70.00011219999999,80.00004655000001,80.00004171,245
20241004_150952,1,3,-5,0.4415966981415784,6.155306334561907e-05,1113.845874535217,25.03060753419859,-69.99999940000001,-69.99997547999999,79.999944,79.99999289000002,-75.00003423999999,-75.00002674999999,79.9999377,80.00003775000002,-65.00000667,-65.00002903999999,79.99999919,80.00003098000002,-75.00001958999999,-75.00003163,80.00003047,80.00007192000001,-69.99998474999998,-70.00002918999999,79.99995866,79.99996847,246
20241004_151012,1,1,-5,0.4412051718587292,9.527371798788693e-05,1113.620989173819,25.0329319476531,-79.99995534999999,-79.9999706,80.00007299000001,80.00004843000002,-84.99999461,-84.99995589999999,79.99994457,79.99990779000001,-75.00011235999999,-75.00006581,80.00006465,80.00005240000002,-84.99997019999999,-84.99997054999999,80.00000316000001,80.00001522000002,-80.00000906,-80.00003896,80.00002416000001,80.00001425000002,247
20241004_151030,1,2,-5,0.4415398210237925,8.671928019284962e-06,1113.759076676432,25.01323900025465,-80.00003835999999,-80.00003407999999,80.00003881000001,80.00003378000002,-84.99999461,-84.99981917999999,79.99987621,80.00002498000001,-75.00002934999999,-74.99996327999999,80.00004512,79.99998404000002,-85.00001902999999,-85.00002425999999,80.00002269000001,80.00006404000001,-80.00004324,-80.00006336999999,79.99997045000001,80.00003378000002,248
20241004_151048,1,3,-5,0.4414345865783995,7.436212340728713e-05,1113.741322568953,25.02905792513653,-79.99997488,-80.00005360999999,80.0000144,80.00005819,-85.00000437999999,-85.00001938,80.00002269000001,80.00001522000002,-74.99999516999999,-74.99993885999999,80.00003047,80.00001333,-85.00001415,-85.00000960999999,80.00004222,80.00003475000003,-79.99997975999999,-80.00000478,80.00007299000001,80.00000448,249
