Timestamp,Iteration,Repetition,step,field_mean (Tm),field_std,tension (g),current (A),P0_xa (mm),P0_xb (mm),P0_ya (mm),P0_yb (mm),P1_xa (mm),P1_xb (mm),P1_ya (mm),P1_yb (mm),P2_xa (mm),P2_xb (mm),P2_ya (mm),P2_yb (mm),P3_xa (mm),P3_xb (mm),P3_ya (mm),P3_yb (mm),P4_xa (mm),P4_xb (mm),P4_ya (mm),P4_yb (mm),raw_data_idx
20241004_144034,1,2,5,-0.001424945740501487,0.0003033646827768282,1114.431760082015,25.02292405639043,195.00002715,195.00001118,34.99997721,35.00001684,194.99999785,195.00002088,40.00000722999999,40.00002167000002,194.99989535,194.99997208,30.00002497,29.99997936000003,195.00004665,195.00004048,39.99998769999999,40.00002167000002,194.99997345,194.99997698,34.99998210000001,35.00002172000001,152
20241004_144052,1,3,5,-0.001327256593412962,1.006906318349438e-05,1114.309454008273,25.0252484698456,195.00000765,194.99996718,34.99997721,35.00002661000002,194.99997345,194.99996228,40.00001211,39.99995331000002,194.99999785,195.00001608,30.00001032,29.99997447000001,195.00006135,195.00001608,39.99998281000001,39.99995820000001,195.00000275,195.00002578,34.99999185999999,35.00005102,153
20241004_144112,1,1,5,-0.001460544876918882,0.0001457094686854911,1114.230546863923,25.02650752713127,194.99995885,195.00000628,45.00002234000002,45.00005997000002,195.00000275,195.00002088,49.99997976,50.00002310000002,194.99992465,195.00001608,39.99995838999999,40.00000702,195.00000765,194.99999648,49.99999929000001,50.00000356000001,195.00003205,195.00000628,44.99997350000001,45.00005021000001,154
20241004_144130,1,2,5,-0.002079863081088442,4.589999954738906e-06,1114.189120613139,25.02644296009334,194.99998815,195.00002578,44.99995398000002,44.99999649,194.99993925,194.99998188,49.99999441,50.00002798,195.00003695,195.00004048,39.99995838999999,39.99999237,195.00002715,194.99997698,50.00005300000001,50.00007192000001,194.99989045,195.00003558,44.99999792,44.99999649,155
20241004_144148,1,3,5,-0.001873939259345541,6.19026976467801e-05,1114.236464899749,25.03567604684958,194.99992955,195.00003068,45.00000768000001,45.00002579000002,195.00006135,195.00005018,50.00000906,50.00005240000002,194.99996855,195.00000138,39.99996328,40.00003632000002,195.00004185,195.00007468,50.00003835000001,50.00000845000002,195.00005645,194.99998188,45.0000028,45.00003556000001,156
20241004_144208,1,1,5,-0.002324627541863681,0.0001450455776515615,1114.195038648965,25.01275474752756,194.99995885,195.00004528,55.00005331,55.00007239000001,195.00003695,195.00001118,59.99999156000001,60.00002844000002,195.00002225,194.99999158,49.99997976,50.00001333,194.99998815,195.00001608,59.99999156000001,59.99999426000002,195.00001745,194.99999158,55.00000936000001,54.99997961000003,157
20241004_144226,1,2,5,-0.002513449417638701,0.0003292544705651871,1113.865601321304,25.02189098374406,195.00001745,195.00000138,55.00000936000001,54.99997961000003,194.99999785,195.00001118,59.99999643999999,60.00002355000001,195.00003205,195.00001118,49.99996023,49.9999938,195.00002715,194.99999158,59.99998668000001,60.00000891000002,195.00004185,194.99998678,54.99998006999999,55.00002355000001,158
20241004_144244,1,3,5,-0.001878671873359956,0.000237643524401276,1114.240410256966,25.02350515975484,195.00002225,194.99997208,54.99999471999999,55.00002355000001,195.00003695,195.00004048,60.00000132,60.00001379000003,195.00002715,194.99998188,50.00000906,50.00002310000002,195.00000765,195.00001608,60.00000132,60.00002844000002,195.00001255,194.99998678,54.99998006999999,55.00000891000002,159
20241004_144304,1,1,5,-0.002374600766279226,5.646054353917435e-05,1114.911120983941,25.03770990864016,195.00001255,195.00002578,65.00000652,65.00003983000002,195.00008085,194.99999648,69.99999187,70.00006974000001,194.99994415,195.00001608,59.99994760999999,59.99999426000002,195.00002715,194.99998188,69.99997232999999,70.0000258,194.99999295,195.00001608,65.00004068999999,64.99997147000002,160
20241004_144322,1,2,5,-0.002840000278790804,0.0006384969192059332,1114.305508651055,25.03135005516402,195.00002225,195.00000138,64.99999187,64.99994218000001,195.00006135,195.00003558,70.00000163000001,70.00001115000001,195.00000765,194.99999158,60.00000621000001,60.00005774000002,194.99997345,194.99997698,69.99999675000001,69.99998185000001,194.99999295,195.00004048,64.99994792000001,65.00001542000001,161
20241004_144340,1,3,5,-0.002949988134491744,0.0002471042475882086,1114.137830969312,25.03609573262921,195.00000765,195.00005018,64.99995281,65.00000077000001,195.00010525,195.00000138,69.99997232999999,70.00000138000001,194.99999295,195.00002578,59.99997203000001,60.00003820000001,195.00006135,195.00000628,69.99998210000001,70.00001603000001,194.99997345,194.99997698,64.99998210000001,64.99999100000002,162
20241004_144400,1,1,5,-0.002571007061176219,0.000598518088331408,1114.15558507679,25.04045400785809,194.99995885,194.99998188,75.00003139,75.00001242000002,194.99999785,195.00000138,79.99999253,80.00001943000001,195.00005155,194.99998188,69.99998697999999,70.00001603000001,194.99999785,195.00003068,79.99999253,79.99999014000002,194.99997835,195.00001608,74.99994838000001,75.00004171,163
20241004_144418,1,2,5,-0.003114436577540265,0.0002717232230152834,1114.206874720618,25.03086580235813,195.00001745,194.99998188,74.99994838000001,75.00005148000002,194.99996855,195.00001608,79.999973,80.00003408000001,195.00004185,195.00001608,69.99997721,69.99997697000001,194.99997835,195.00005998,79.99999741000001,80.00000479000002,195.00002225,195.00001118,74.99994348999999,74.99996359000002,164
20241004_144436,1,3,5,-0.001921015622357062,0.0003664804372417148,1114.200956684792,25.03551462926854,195.00002225,195.00000138,74.99999231999999,74.99995870000001,194.99999295,195.00004048,80.00000718,80.00004385000003,194.99999295,194.99996718,69.99995281,70.00000626000002,195.00005155,194.99999158,79.999973,80.00003408000001,195.00000765,195.00001608,74.99995815,75.00001242000002,165
20241004_152125,1,1,-5,-0.002416977014521681,1.149988734207525e-05,1113.800502927216,25.04197133322732,-194.999972902,-194.999975438,75.00002599000001,74.99996532,-194.999943605,-195.000014501,69.99997848999999,69.99999930000001,-195.000016848,-195.000053564,80.00000300000001,79.99998236000002,-194.999943605,-194.999955907,70.00001755,70.00008718000001,-195.000031496,-194.999990087,74.99997716999999,74.9999995,283
20241004_152143,1,2,-5,-0.00256123405569871,0.0001452297128615132,1113.516437207556,25.04745953167664,-195.000026613,-194.99999497,74.9999674,75.00000438000001,-194.999943605,-194.999985204,70.00001755,69.99996023,-195.000002199,-195.000053564,80.00000300000001,80.00003607000002,-195.000036379,-194.99992661,70.0000029,70.0000823,-195.000016848,-195.000014501,74.99997716999999,75.00003368,284
20241004_152201,1,3,-5,-0.002561203857648649,0.0002872128339339134,1113.569699529992,25.05562726228717,-195.000016848,-194.99999497,74.9999967,75.00001903,-195.000036379,-195.000029149,69.99993455000001,70.00006765000001,-195.000002199,-194.999985204,80.00000789000001,80.00001166000001,-195.000007082,-194.999990087,69.99999314000002,69.99997488000002,-194.999977785,-194.999990087,74.99999181999999,75.00005810000002,285
20241004_152221,1,1,-5,-0.00197666771251202,5.423382936185295e-05,1113.526300600599,25.02902564167822,-195.000007082,-195.000014501,64.99999685,64.99992930000002,-195.00002173,-195.000004735,60.00000595,60.0000115,-194.999982668,-194.999980321,70.00003708,70.00003836000002,-194.999953371,-194.999985204,60.00001571999999,60.0000115,-194.999997316,-195.000014501,64.99999685,64.99999278000001,286
20241004_152239,1,2,-5,-0.002104859130849769,0.0001151182437656762,1113.652552031559,25.0278634349645,-195.000026613,-195.000019384,65.0000115,64.99997326000002,-195.000026613,-194.999990087,59.99998642,59.99998220000001,-194.999958254,-195.000092626,70.00002732000002,69.99997488000002,-195.00002173,-195.000009618,60.00000595,59.99998708000001,-195.000002199,-194.999975438,65.00005544999999,64.99995861000002,287
20241004_152257,1,3,-5,-0.002202802510949636,4.421304380731756e-05,1113.532218636426,25.03147918921945,-195.000002199,-194.999985204,65.00008962000001,64.99996349,-195.00002173,-194.999985204,60.00000107,59.99998708000001,-194.999972902,-195.000029149,70.00000778,69.99991629000002,-195.000036379,-195.000048681,60.00001571999999,59.99998708000001,-194.999992433,-194.999999853,65.00001638000001,65.00009533000002,288
20241004_152317,1,1,-5,-0.001816277126574877,0.0001449385863217108,1113.518409886165,25.03277052995904,-195.000002199,-195.000038915,55.00005387000002,55.00000692,-195.000007082,-194.999985204,49.99999944999999,50.00001104,-195.000041262,-194.999980321,59.9999913,60.00000662000002,-195.000016848,-195.000034032,49.99999456,50.00000616,-195.000026613,-195.000009618,54.99999527,55.00003134000002,289
20241004_152335,1,2,-5,-0.001758687591640446,0.0002706161179291745,1113.510519171729,25.02912249226314,-195.000016848,-195.000014501,54.99993667999999,55.00002645000001,-195.000031496,-195.000009618,49.99998479999999,50.00002081000002,-194.999977785,-195.000024267,60.00003036999999,60.00004080000002,-195.000007082,-195.000009618,49.99999944999999,50.00003057000001,-194.999958254,-195.000077978,54.99999527,54.99999228000001,290
20241004_152353,1,3,-5,-0.001695924306446574,4.833435847484287e-06,1113.469092920946,25.04000203856481,-194.999977785,-195.00008286,55.00000992,54.99992880000002,-195.000036379,-194.999985204,50.00000433,50.00007452,-194.999963137,-195.000024267,59.99999618999999,60.00003591000001,-195.000002199,-194.999999853,49.99998968,50.00006476000001,-194.999958254,-194.999999853,55.0000148,55.00003134000002,291
20241004_152413,1,1,-5,-0.001476591113744726,0.000215599263337997,1113.482901671207,25.0335453344684,-195.000007082,-195.000019384,44.99998794999999,44.99998424,-195.000002199,-195.000009618,39.99994960000001,39.99996059,-195.000011965,-195.000009618,50.00000433,49.99999640000001,-195.000016848,-194.99999497,39.99995448000001,39.99996547000001,-195.000016848,-194.999980321,45.00001237000001,45.00003795000001,292
20241004_152431,1,2,-5,-0.001475711483481191,0.0001586565764905137,1113.30536059642,25.03883983183917,-195.000046144,-194.999975438,44.99999771,45.00004772,-195.000036379,-194.999936376,39.99999843000001,40.00000453000001,-194.999982668,-195.000024267,49.99998479999999,49.99996221000001,-195.000031496,-195.000024267,39.99998866000001,40.00001918000001,-194.99996802,-195.000043798,45.00001237000001,45.0000526,293
20241004_152449,1,3,-5,-0.001440947172085257,0.0002252729562032971,1113.419775955727,25.0350303764518,-195.000002199,-195.000038915,44.99998794999999,45.0000526,-194.999987551,-195.000068212,40.00002284000001,39.99998989000002,-194.999972902,-194.999990087,49.99999944999999,50.00003546000002,-195.000016848,-195.000004735,39.99996424,40.00000453000001,-194.999972902,-194.999965673,44.99999771,45.00004283000001,294
20241004_152509,1,1,-5,-0.001010209142638237,0.0001068714709326115,1113.475010956772,25.00852560632698,-195.00005591,-195.000009618,34.99999665000001,34.9999909,-195.000016848,-194.999985204,29.99997625,29.99999187,-194.99996802,-194.99999497,39.99996913000001,40.0000143,-194.999953371,-195.000024267,29.99998113000001,30.00001628000001,-195.000026613,-194.999999853,34.99998199999999,35.00002019000001,295
20241004_152527,1,2,-5,-0.001179034630908248,0.0001123232306977724,1113.476983635381,25.03919495052874,-195.000036379,-194.999985204,35.00002105999999,35.00002508,-194.999982668,-194.999955907,30.00001043,30.00003581000001,-195.000011965,-195.000014501,40.00002284000001,40.0000143,-194.999948488,-194.999951025,30.00001043,30.00002604000002,-195.000031496,-195.000029149,34.99999665000001,35.00001043,296
20241004_152545,1,3,-5,-0.001117965005085801,6.423331773330853e-05,1113.707787032604,25.04962252757744,-194.999987551,-195.000004735,35.00003083000001,35.00003485000002,-195.000031496,-194.999999853,29.99997137,29.99993816,-194.999992433,-194.999999853,40.00005214000001,40.00002895,-195.000016848,-194.999999853,30.00000066000001,30.00003093000001,-194.99996802,-194.999990087,34.99998687999999,34.99999579000001,297
20241004_152606,1,1,-5,-0.0006649732057714879,8.594352766885285e-05,1113.524327921991,25.02960674502478,-195.000041262,-194.999985204,24.99997461999999,24.99996023,-194.999972902,-195.000024267,19.99998790000001,19.99997294000002,-195.000026613,-194.999999853,29.99999578000001,30.00004558000001,-195.000011965,-194.999970556,19.99999278000001,19.99998759000002,-195.00002173,-194.999999853,24.99998927000001,24.99999441,298
20241004_152624,1,2,-5,-0.0007925008723381256,0.0002295719471911835,1113.553918101122,25.03034926600406,-195.000031496,-194.99999497,24.99999904000001,25.00000418000002,-194.999972902,-194.999985204,20.00001718999999,19.99999248,-194.999987551,-194.999936376,29.9999909,30.00000651000002,-194.999997316,-194.999999853,19.99997813000002,19.99998271000001,-195.000046144,-194.999999853,25.00000392000001,25.00001394,299
20241004_152641,1,3,-5,-0.001021122323880719,2.45853718636119e-05,1113.715677747039,25.05837136148637,-195.00002173,-194.999980321,24.99999904000001,25.00001394,-195.000011965,-194.999975438,20.00000255,20.00000225000002,-194.999958254,-194.999985204,29.9999909,29.99998699000002,-195.000011965,-194.999999853,19.99994884,19.99994853000001,-195.00002173,-194.999970556,25.00001857000001,25.00002859,300
20241004_152702,1,1,-5,-0.0005521820798790602,0.0002023256852561593,1113.849819892434,25.020567359329,-194.999972902,-195.000063329,15.00000046,14.99995763000001,-194.999943605,-194.999985204,10.00007182000002,10.0000206,-195.000011965,-194.999985204,20.00004649000002,19.99995829000002,-195.000002199,-194.99999497,9.99996440000001,9.999976660000016,-195.000011965,-195.000019384,14.99995652000001,15.00004065000002,301
20241004_152720,1,2,-5,-0.0005519150063007103,0.0001285538828426441,1113.498683100077,24.99151219119044,-195.000026613,-195.000014501,14.99995652000001,15.00002111000001,-194.999958254,-194.999955907,9.999993700000005,10.00004502000002,-194.999958254,-194.999999853,20.00002207,20.00004130000002,-195.00002173,-195.000009618,9.999969280000016,9.99993760000001,-194.999953371,-194.99999497,14.99999069,15.00001623,302
20241004_152738,1,3,-5,-0.0003035626708910454,1.245616686770369e-05,1113.619016495211,25.01879176577845,-194.999977785,-195.000029149,14.99999069,14.99996252000003,-194.999992433,-194.999999853,9.999959509999996,9.999986419999999,-194.999948488,-194.999980321,19.99999278000001,20.00001689000001,-195.000011965,-195.000009618,10.00001322,10.00004013,-194.999924074,-194.999999853,14.99996139999999,15.00002111000001,303
