Timestamp,Iteration,Repetition,step,field_mean (Tm),field_std,tension (g),current (A),P0_xa (mm),P0_xb (mm),P0_ya (mm),P0_yb (mm),P1_xa (mm),P1_xb (mm),P1_ya (mm),P1_yb (mm),P2_xa (mm),P2_xb (mm),P2_ya (mm),P2_yb (mm),P3_xa (mm),P3_xb (mm),P3_ya (mm),P3_yb (mm),P4_xa (mm),P4_xb (mm),P4_ya (mm),P4_yb (mm),raw_data_idx
20241004_152758,1,1,-5,2.762014574798877e-05,7.552664216417372e-06,1113.761049355041,25.01440120700491,-195.000007082,-195.00008286,4.999972280000009,4.999989980000009,-194.999982668,-194.999975438,-2.079999998727544e-05,9.520000020302177e-06,-194.99996802,-194.999999853,10.00001322,10.00004013,-194.999977785,-194.999980321,-3.05599999990136e-05,9.520000020302177e-06,-195.000016848,-195.000009618,4.999991810000012,4.999989980000009,304
20241004_152816,1,2,-5,5.81389029746844e-05,1.094352254834656e-05,1113.297469881984,25.03180202441013,-195.00005591,-194.999999853,4.99998205,5.000004630000007,-195.000011965,-194.999965673,-5.497999998738123e-05,-1.001999999061809e-05,-194.999958254,-194.999999853,10.00002298999999,10.00001572000002,-195.00002173,-195.000024267,-3.05599999990136e-05,2.417000001742053e-05,-195.000007082,-194.99996079,4.999967400000003,4.999970450000006,305
20241004_152834,1,3,-5,-8.704386063069662e-05,2.004488542523188e-05,1113.459229527902,25.01956657027089,-194.999977785,-194.999965673,4.999972280000009,5.000024170000017,-194.999997316,-194.999990087,-3.54499999843938e-05,1.439999999774955e-05,-195.000016848,-194.999990087,9.999974159999994,10.00000596000001,-194.999963137,-194.999990087,-3.05599999990136e-05,9.520000020302177e-06,-195.000011965,-195.000004735,4.999986930000006,4.999970450000006,306
20241004_152854,1,1,-5,0.0003027181354857456,7.175097988228279e-05,1113.510519171729,25.03996975501111,-194.99996802,-194.999985204,-5.000010830000008,-4.999983369999995,-194.999987551,-195.000019384,-10.00006083,-9.999955489999991,-195.000031496,-195.000004735,-3.05599999990136e-05,-1.001999999061809e-05,-194.999977785,-195.000034032,-10.00001688,-10.00001896999999,-194.999982668,-195.000024267,-5.000025480000005,-4.999978479999982,307
20241004_152912,1,2,-5,2.78312779051167e-05,1.738144310767976e-05,1113.441475420424,25.01643506875704,-194.999982668,-195.000038915,-4.999976650000008,-5.000085899999988,-195.000002199,-195.000014501,-10.00002665,-10.00004337999999,-194.999958254,-195.000014501,1.825999999027772e-05,1.439999999774955e-05,-195.000016848,-194.999951025,-10.00003641999999,-10.00003849999999,-195.000026613,-195.000024267,-4.999937590000002,-5.000061489999979,308
20241004_152930,1,3,-5,0.0001916324706875085,2.45269109552318e-06,1113.403994526857,25.00371536180431,-195.00005591,-194.999990087,-4.999874119999987,-4.999978479999982,-195.00002173,-195.000048681,-10.00008036,-10.00002873,-194.999977785,-194.999955907,-1.592000000982807e-05,2.417000001742053e-05,-195.000002199,-195.000014501,-10.00007547999999,-9.999989669999991,-194.99996802,-194.999970556,-5.000001069999996,-5.000012659999982,309
20241004_152950,1,1,-5,0.0008533317791250292,0.0001576049940409787,1113.386240419378,25.01620908412456,-195.000031496,-194.999843603,-14.99998932,-15.00003554999998,-194.999987551,-195.000004735,-19.99998728,-19.99996399,-194.999982668,-194.99996079,-10.00005106999998,-10.00001896999999,-195.000026613,-194.99996079,-19.99999216000001,-19.99998352,-194.999972902,-195.000029149,-14.99991119000001,-15.00003554999998,310
20241004_153008,1,2,-5,0.0006566447790893174,3.049669414916497e-05,1113.19489059433,25.02896107464928,-195.000002199,-195.000024267,-14.99988678,-14.99996231,-195.000031496,-194.999936376,-20.00000682000001,-20.00002257999998,-195.000026613,-194.999931493,-9.999933879999986,-9.999989669999991,-194.99993384,-195.000004735,-20.00003122999999,-20.00000304999998,-194.999997316,-194.999941259,-15.00004303,-15.00004042999998,311
20241004_153026,1,3,-5,0.0007132064831308352,4.305049893847468e-05,1113.93464507261,25.04865402194993,-194.999958254,-194.999907079,-14.99998932,-14.99999649,-195.000007082,-194.999975438,-20.00003611,-20.00000304999998,-195.000046144,-195.000004735,-10.00006083,-10.00001896999999,-195.00002173,-194.99996079,-19.99996286999999,-19.99994444999999,-195.000002199,-194.999975438,-15.00000885,-15.00004532,312
20241004_153046,1,1,-5,0.001107741436747952,0.0001655127957127362,1113.544054708078,25.03741935687363,-194.999982668,-195.000029149,-25.00000387,-25.00004851999998,-195.000007082,-195.000048681,-29.99999675000001,-30.00001184999999,-195.000011965,-194.999980321,-20.00003122999999,-19.99992981,-194.999987551,-194.999999853,-30.00001627,-29.99998743999998,-194.999997316,-194.999970556,-25.00001852,-24.99995086999999,313
20241004_153104,1,2,-5,0.001322169264916532,5.386800473351181e-05,1113.348759525812,25.03842014605125,-195.000031496,-194.999985204,-25.00004293000001,-25.00000946,-195.000070559,-195.000009618,-30.00004558000001,-30.00000208,-195.000031496,-194.999985204,-20.00001169999999,-19.99997863999999,-195.000007082,-194.999985204,-29.99999187,-29.99997278999999,-194.999953371,-195.000019384,-24.99997457000001,-24.99997528,314
20241004_153122,1,3,-5,0.001063699341942511,0.0002995111419542896,1112.98973201902,25.04339180818963,-195.000002199,-195.000009618,-24.99999897999999,-24.99998503999998,-194.999977785,-195.000014501,-30.00000162999999,-29.99998255999998,-195.000031496,-194.99999497,-20.00002147000001,-20.00000304999998,-194.999997316,-194.999955907,-30.00000650999999,-30.00002161999998,-195.000026613,-194.999985204,-25.00001362999998,-25.00001433999998,315
20241004_153142,1,1,-5,0.001297239222543737,0.0002472514799190781,1113.867573999913,25.02637839303882,-194.999928957,-195.000014501,-34.9999972,-35.00001372999998,-194.99996802,-194.99996079,-39.99997476999999,-40.00003128,-194.999977785,-194.999999853,-30.00004068999999,-29.99995813999999,-194.999987551,-194.999970556,-39.99998941999999,-39.9999971,-194.999977785,-195.000009618,-34.99998743999998,-34.99997467,316
20241004_153200,1,2,-5,0.001439751479235635,9.514604034121359e-05,1114.477131690016,25.00497441910939,-194.999987551,-195.000004735,-35.00000209000001,-35.00000396999999,-194.999948488,-195.000004735,-40.00004312999999,-40.00000198999999,-195.000026613,-194.999985204,-30.00006021999999,-30.00000208,-195.000016848,-194.999990087,-40.00001871999999,-39.99998732999998,-194.999997316,-195.000009618,-35.00006067999999,-35.00000885,317
20241004_153218,1,3,-5,0.001305063995665346,4.151842109276511e-05,1113.309305953637,25.06205168279985,-194.999992433,-195.000009618,-35.00005091,-35.00000396999999,-194.999963137,-194.99999497,-40.00002849000001,-40.00001175,-194.999992433,-195.000014501,-30.00004068999999,-30.00000695999998,-194.999948488,-194.999999853,-40.00002359999999,-39.99996292,-195.000016848,-194.999985204,-35.00002649999999,-34.99992583999997,318
20241004_153238,1,1,-5,0.001792648207207265,0.0001143653789294261,1113.776830783911,25.03964691982665,-194.999987551,-194.999975438,-45.00002140999999,-45.00000233999998,-194.99996802,-194.999999853,-50.00002874,-49.99990943,-195.000011965,-194.999985204,-39.99998941999999,-40.00000198999999,-194.999987551,-194.99999497,-50.00000431999999,-49.99991432999997,-194.99996802,-195.000004735,-45.00001165,-44.99994375,319
20241004_153256,1,2,-5,0.001535562235450631,0.0002010558678410898,1113.248152916766,25.02327917507485,-194.999982668,-195.000014501,-45.00001165,-44.99995350999998,-195.000016848,-195.000009618,-50.00005314999999,-49.99995832999997,-195.000026613,-194.999951025,-40.00000894999999,-39.99996292,-194.999977785,-195.000024267,-50.00005314999999,-50.00000223000001,-195.00002173,-195.000004735,-45.00001653000001,-45.00001698,320
20241004_153314,1,3,-5,0.001890697084244873,0.0001648653600772982,1113.536163993643,25.02495791812651,-194.999977785,-194.99999497,-45.00000188999999,-44.99998280999998,-195.000016848,-194.999999853,-50.00001409000001,-50.00003153,-194.999987551,-194.999970556,-40.00001384000001,-39.99999222,-195.000007082,-195.000009618,-49.99999456,-49.99999242999996,-194.999987551,-194.999999853,-45.00001653000001,-44.99998280999998,321
20241004_153335,1,1,-5,0.002246021211162632,0.0002853116416714712,1113.208699344591,25.01817837890577,-195.000016848,-195.000004735,-55.00001711000002,-55.00012022999999,-195.000011965,-195.000004735,-60.00004841000001,-59.99998412999997,-195.000002199,-194.999999853,-49.99998968,-49.99994362999996,-194.999997316,-194.99999497,-60.00003861000002,-59.99997432999999,-194.999992433,-195.000009618,-55.00000241000001,-54.99993953000001,322
20241004_153352,1,2,-5,0.001941331161002791,0.0001505486202635509,1113.27379773868,25.02518390273731,-195.000011965,-195.000034032,-54.99997800999998,-54.99997372999997,-195.000011965,-195.000004735,-60.00003371,-59.99996952999999,-194.99996802,-194.999990087,-49.99997991000001,-50.00002173000001,-195.00005591,-195.000009618,-60.00004350999998,-59.99998902999999,-194.999953371,-194.99999497,-54.99998781000002,-55.00001272999998,323
20241004_153410,1,3,-5,0.002035836940061931,0.0001089932188961896,1114.254219007228,25.03396502026877,-194.999972902,-194.999985204,-55.00000730999997,-55.00000792999998,-195.000041262,-194.999980321,-59.99999950999998,-59.99998902999999,-195.000007082,-194.99996079,-49.99999944000001,-50.00001693000002,-194.999997316,-194.999985204,-59.99999461000002,-59.99996462999997,-194.999982668,-194.99996079,-55.00003661000002,-55.00002252999997,324
20241004_153431,1,1,-5,0.002302007187233784,1.011341778666603e-05,1113.427666670162,25.03099493643117,-194.999997316,-195.000014501,-65.00004120999998,-65.00006902999996,-195.000007082,-195.000029149,-70.00001620999998,-70.00003333000001,-194.999953371,-194.999985204,-59.99995561,-60.00003292999997,-194.999997316,-194.99996079,-69.99996251000002,-69.99997962999998,-194.999963137,-194.999990087,-64.99999240999998,-65.00003972999997,325
20241004_153449,1,2,-5,0.002393818342855315,9.044936334380368e-05,1112.940415053801,25.02528075334035,-194.999948488,-194.999980321,-64.99998751000001,-65.00003972999997,-194.999972902,-195.000029149,-70.00006500999999,-70.00000403000001,-195.000016848,-194.999985204,-59.99999461000002,-59.99994502999999,-194.999953371,-195.000034032,-70.00001131000002,-69.99993562999998,-195.000011965,-195.000053564,-65.00005590999999,-65.00002502999996,326
20241004_153506,1,3,-5,0.002338774002653577,8.401809187091742e-06,1113.690032925126,25.02024452417362,-195.000011965,-195.000014501,-65.00004611,-64.99997623000002,-194.999992433,-194.999955907,-70.00002111000001,-70.00002842999999,-194.99996802,-194.999985204,-59.99996540999999,-59.99999393000002,-195.000016848,-195.000009618,-69.99995761,-69.99998453000001,-195.000026613,-194.999985204,-65.00003640999998,-64.99993723,327
20241004_153527,1,1,-5,0.002757180198664472,2.418993449799135e-05,1113.563781494166,25.0039736299716,-194.999958254,-194.999985204,-74.99997971000002,-75.00003683,-194.999992433,-195.000004735,-79.99999031000002,-79.99998842999997,-194.999977785,-194.99999497,-70.00001131000002,-69.99997472999996,-195.000002199,-194.999946142,-80.00005381000003,-79.99996403,-194.999987551,-195.000009618,-75.00001881,-74.99997823000001,328
20241004_153545,1,2,-5,0.002555811197650237,5.708695360326887e-05,1113.469092920946,25.03028469892656,-194.999987551,-195.000014501,-74.99999440999997,-74.99998803,-194.999987551,-194.999965673,-80.00000011,-79.99992003,-195.000041262,-195.000029149,-69.99999670999998,-69.99997472999996,-194.999977785,-194.999985204,-80.00000990999999,-79.99998353000001,-194.999992433,-195.000029149,-74.99999920999997,-74.99997332999999,329
20241004_153603,1,3,-5,0.002780271781189619,0.0002148916897831875,1113.593371673297,25.0620839663821,-194.999997316,-194.999990087,-75.00001390999998,-74.99997332999999,-194.999928957,-195.000024267,-80.00004891,-80.00006652999997,-194.99996802,-194.99999497,-70.00000161,-69.99992592999996,-195.000007082,-194.999990087,-80.00000990999999,-79.99990543000001,-195.000007082,-194.999999853,-75.00002361,-75.00000262999998,330
